0,Date,city,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow,latitude,longitude
22459,16/04/2014,NorfolkIsland,20.5,23.5,3.2,0.2,0.2,WNW,72.0,NNE,NNE,28.0,33.0,95.0,92.0,1006.9,999.0,7.0,8.0,22.7,22.8,Yes,5.4,Yes,-31.746634699078918,150.04787277291757
22460,17/04/2014,NorfolkIsland,18.3,23.5,5.4,2.0,8.9,W,63.0,WNW,WNW,17.0,30.0,80.0,71.0,1007.0,1005.7,3.0,2.0,20.0,22.8,Yes,1.4,Yes,-31.746634699078918,150.04787277291757
22461,18/04/2014,NorfolkIsland,18.6,23.5,1.4,4.0,9.5,W,50.0,WNW,WNW,22.0,31.0,72.0,55.0,1010.5,1009.1,2.0,1.0,21.5,22.8,Yes,0.0,No,-31.746634699078918,150.04787277291757
22462,19/04/2014,NorfolkIsland,19.1,23.1,0.0,6.6,9.8,W,39.0,WSW,WSW,20.0,17.0,54.0,60.0,1015.2,1013.4,1.0,2.0,21.5,22.6,No,1.4,Yes,-31.746634699078918,150.04787277291757
22463,20/04/2014,NorfolkIsland,16.5,23.4,1.4,3.6,10.7,W,33.0,W,WNW,17.0,22.0,68.0,56.0,1017.0,1015.8,2.0,1.0,21.2,22.9,Yes,0.0,No,-31.746634699078918,150.04787277291757
22464,21/04/2014,NorfolkIsland,17.0,22.7,0.0,4.0,10.5,SE,22.0,SSE,SE,9.0,15.0,72.0,64.0,1021.2,1020.2,4.0,2.0,21.3,21.6,No,0.0,No,-31.746634699078918,150.04787277291757
22465,22/04/2014,NorfolkIsland,16.6,22.3,0.0,3.6,10.7,SSE,30.0,S,SE,13.0,15.0,59.0,57.0,1023.9,1022.1,1.0,1.0,20.2,21.0,No,0.0,No,-31.746634699078918,150.04787277291757
22466,23/04/2014,NorfolkIsland,15.8,22.7,0.0,4.6,10.0,SE,31.0,ESE,ESE,15.0,19.0,64.0,60.0,1024.1,1021.2,2.0,5.0,20.2,21.0,No,0.2,No,-31.746634699078918,150.04787277291757
22467,24/04/2014,NorfolkIsland,16.8,23.0,0.2,3.8,8.4,NE,35.0,E,E,20.0,24.0,67.0,60.0,1021.7,1019.1,5.0,4.0,20.6,21.9,No,0.2,No,-31.746634699078918,150.04787277291757
22468,25/04/2014,NorfolkIsland,16.9,23.2,0.2,4.0,6.1,ENE,37.0,ENE,E,19.0,20.0,73.0,61.0,1021.3,1019.4,7.0,6.0,20.0,20.8,No,0.0,No,-31.746634699078918,150.04787277291757
22469,26/04/2014,NorfolkIsland,16.3,22.0,0.0,4.0,9.2,E,41.0,ESE,ENE,19.0,24.0,69.0,80.0,1021.4,1018.5,5.0,5.0,20.8,20.2,No,0.2,No,-31.746634699078918,150.04787277291757
22470,27/04/2014,NorfolkIsland,16.2,23.9,0.2,3.0,4.8,NE,28.0,NE,ENE,17.0,7.0,82.0,72.0,1019.7,1016.8,7.0,7.0,20.9,21.9,No,0.0,No,-31.746634699078918,150.04787277291757
22471,28/04/2014,NorfolkIsland,18.3,22.0,0.0,2.4,1.3,SSE,39.0,SSW,SSE,9.0,19.0,83.0,80.0,1017.5,1015.4,8.0,7.0,20.1,20.9,No,0.8,No,-31.746634699078918,150.04787277291757
22472,29/04/2014,NorfolkIsland,17.0,21.2,0.8,2.4,7.1,SSE,33.0,SE,SE,17.0,13.0,58.0,58.0,1017.7,1015.7,6.0,5.0,20.1,19.3,No,0.0,No,-31.746634699078918,150.04787277291757
22473,30/04/2014,NorfolkIsland,16.4,21.3,0.0,4.4,10.3,SSE,30.0,SE,S,11.0,15.0,52.0,56.0,1015.9,1013.7,1.0,4.0,19.9,20.4,No,0.0,No,-31.746634699078918,150.04787277291757
22474,01/05/2014,NorfolkIsland,16.3,20.8,0.0,3.6,0.8,SSE,26.0,ESE,ESE,11.0,11.0,43.0,44.0,1016.3,1014.6,7.0,7.0,19.9,19.9,No,0.0,No,-31.746634699078918,150.04787277291757
22475,02/05/2014,NorfolkIsland,14.2,22.2,0.0,3.0,9.6,SE,26.0,E,NNW,6.0,9.0,46.0,44.0,1015.5,1012.7,3.0,1.0,20.0,21.2,No,0.0,No,-31.746634699078918,150.04787277291757
22476,03/05/2014,NorfolkIsland,14.2,22.7,0.0,3.2,5.0,NE,37.0,NNE,NNE,15.0,13.0,67.0,66.0,1014.0,1013.1,4.0,7.0,20.1,20.2,No,6.0,Yes,-31.746634699078918,150.04787277291757
22477,04/05/2014,NorfolkIsland,19.6,21.9,6.0,3.0,0.1,NNE,63.0,NNE,N,28.0,30.0,91.0,92.0,1012.9,1011.5,7.0,8.0,20.4,20.6,Yes,7.0,Yes,-31.746634699078918,150.04787277291757
22478,05/05/2014,NorfolkIsland,19.9,22.6,7.0,1.2,6.5,NW,30.0,WSW,SW,19.0,17.0,72.0,51.0,1017.9,1017.3,4.0,5.0,21.1,21.9,Yes,0.0,No,-31.746634699078918,150.04787277291757
22479,06/05/2014,NorfolkIsland,16.6,21.9,0.0,4.0,8.6,SSE,20.0,SSE,SE,6.0,13.0,76.0,60.0,1020.4,1017.7,4.0,1.0,18.9,21.4,No,0.0,No,-31.746634699078918,150.04787277291757
22480,07/05/2014,NorfolkIsland,15.4,21.9,0.0,2.4,7.6,WNW,22.0,W,W,2.0,15.0,58.0,61.0,1017.7,1015.7,7.0,7.0,19.4,20.9,No,0.0,No,-31.746634699078918,150.04787277291757
22481,08/05/2014,NorfolkIsland,17.3,22.5,0.0,2.8,6.7,SW,35.0,WNW,SW,17.0,19.0,72.0,68.0,1017.0,1014.9,5.0,5.0,20.0,20.4,No,1.8,Yes,-31.746634699078918,150.04787277291757
22482,09/05/2014,NorfolkIsland,15.8,19.4,1.8,2.6,0.1,SSW,37.0,SW,SW,20.0,22.0,67.0,59.0,1017.5,1015.9,8.0,8.0,18.4,18.5,Yes,0.0,No,-31.746634699078918,150.04787277291757
22483,10/05/2014,NorfolkIsland,16.9,21.0,0.0,3.2,9.7,SSW,37.0,SSE,S,19.0,20.0,53.0,47.0,1020.4,1019.6,1.0,1.0,19.2,20.0,No,0.0,No,-31.746634699078918,150.04787277291757
22484,11/05/2014,NorfolkIsland,15.4,20.7,0.0,4.0,10.3,SE,30.0,SE,SSE,15.0,15.0,47.0,48.0,1024.2,1022.8,1.0,1.0,18.8,19.8,No,0.0,No,-31.746634699078918,150.04787277291757
22485,12/05/2014,NorfolkIsland,14.7,20.8,0.0,4.6,5.4,E,35.0,SE,E,9.0,19.0,58.0,70.0,1026.5,1024.9,6.0,7.0,18.2,18.3,No,0.2,No,-31.746634699078918,150.04787277291757
22486,13/05/2014,NorfolkIsland,14.9,20.8,0.2,1.8,2.8,NE,26.0,ENE,E,17.0,11.0,71.0,78.0,1024.3,1021.8,2.0,7.0,19.0,17.4,No,14.8,Yes,-31.746634699078918,150.04787277291757
22487,14/05/2014,NorfolkIsland,13.8,20.2,14.8,2.4,4.8,SSE,37.0,S,SE,11.0,13.0,66.0,75.0,1023.1,1021.5,3.0,7.0,18.3,18.1,Yes,2.0,Yes,-31.746634699078918,150.04787277291757
22488,15/05/2014,NorfolkIsland,16.2,20.0,2.0,3.4,5.1,SE,43.0,SE,SE,20.0,19.0,52.0,52.0,1024.9,1022.9,7.0,5.0,17.9,18.8,Yes,0.4,No,-31.746634699078918,150.04787277291757
22489,16/05/2014,NorfolkIsland,16.0,20.4,0.4,4.0,7.5,S,46.0,SE,SSE,19.0,26.0,57.0,60.0,1024.9,1022.9,7.0,7.0,19.2,18.2,No,1.2,Yes,-31.746634699078918,150.04787277291757
22490,17/05/2014,NorfolkIsland,15.5,20.6,1.2,4.4,3.7,SE,59.0,SE,E,28.0,22.0,66.0,85.0,1026.4,1024.9,7.0,7.0,17.4,16.3,Yes,1.6,Yes,-31.746634699078918,150.04787277291757
22491,18/05/2014,NorfolkIsland,15.8,20.0,1.6,4.8,5.7,SE,50.0,ESE,SE,24.0,22.0,50.0,51.0,1026.0,1024.3,7.0,2.0,18.5,19.3,Yes,0.2,No,-31.746634699078918,150.04787277291757
22492,19/05/2014,NorfolkIsland,17.2,20.8,0.2,5.2,8.3,ESE,43.0,ESE,SE,20.0,22.0,65.0,54.0,1025.1,1023.5,7.0,2.0,18.3,19.6,No,0.0,No,-31.746634699078918,150.04787277291757
22493,20/05/2014,NorfolkIsland,16.6,20.5,0.0,4.6,9.2,ESE,33.0,ESE,SE,17.0,17.0,58.0,57.0,1024.3,1022.2,3.0,1.0,19.0,19.8,No,0.0,No,-31.746634699078918,150.04787277291757
22494,21/05/2014,NorfolkIsland,15.0,20.9,0.0,4.0,7.9,SE,24.0,SE,S,11.0,9.0,58.0,46.0,1023.0,1020.8,1.0,6.0,19.1,19.8,No,0.0,No,-31.746634699078918,150.04787277291757
22495,22/05/2014,NorfolkIsland,14.0,21.1,0.0,2.6,6.3,SW,30.0,SW,WSW,15.0,19.0,68.0,67.0,1022.9,1020.7,7.0,4.0,18.4,20.0,No,0.0,No,-31.746634699078918,150.04787277291757
22496,23/05/2014,NorfolkIsland,15.2,20.8,0.0,2.4,9.5,WSW,22.0,W,WSW,7.0,11.0,66.0,55.0,1023.6,1020.8,1.0,6.0,19.0,19.6,No,0.0,No,-31.746634699078918,150.04787277291757
22497,24/05/2014,NorfolkIsland,14.2,21.1,0.0,3.4,7.0,NW,30.0,N,NW,11.0,15.0,75.0,62.0,1021.4,1018.0,7.0,7.0,18.4,19.8,No,2.0,Yes,-31.746634699078918,150.04787277291757
22498,25/05/2014,NorfolkIsland,17.2,21.2,2.0,2.4,4.1,N,39.0,NW,NW,17.0,17.0,88.0,76.0,1017.7,1015.3,8.0,7.0,18.2,20.4,Yes,1.6,Yes,-31.746634699078918,150.04787277291757
22499,26/05/2014,NorfolkIsland,17.7,20.7,1.6,2.0,9.0,SSW,37.0,S,S,20.0,17.0,59.0,61.0,1019.1,1018.5,1.0,7.0,19.0,20.2,Yes,0.0,No,-31.746634699078918,150.04787277291757
22500,27/05/2014,NorfolkIsland,16.7,19.3,0.0,4.0,5.4,SE,41.0,SE,SSE,17.0,17.0,59.0,65.0,1024.2,1022.4,4.0,7.0,17.7,17.7,No,0.0,No,-31.746634699078918,150.04787277291757
22501,28/05/2014,NorfolkIsland,13.9,20.0,0.0,4.0,3.8,E,33.0,E,E,17.0,9.0,52.0,50.0,1025.4,1023.5,7.0,5.0,17.2,19.5,No,13.4,Yes,-31.746634699078918,150.04787277291757
22502,29/05/2014,NorfolkIsland,14.1,18.7,13.4,2.2,4.1,NW,26.0,W,NNE,7.0,13.0,93.0,85.0,1022.9,1019.5,7.0,3.0,15.9,17.8,Yes,2.4,Yes,-31.746634699078918,150.04787277291757
22503,30/05/2014,NorfolkIsland,15.5,20.6,2.4,1.2,6.3,SW,31.0,NW,SSW,15.0,17.0,80.0,77.0,1018.2,1016.5,7.0,4.0,18.7,19.9,Yes,8.8,Yes,-31.746634699078918,150.04787277291757
22504,31/05/2014,NorfolkIsland,15.8,19.1,8.8,2.6,5.7,S,43.0,S,S,17.0,24.0,74.0,64.0,1020.2,1019.4,4.0,3.0,18.0,18.2,Yes,5.4,Yes,-31.746634699078918,150.04787277291757
22505,01/06/2014,NorfolkIsland,14.4,19.4,5.4,2.2,7.6,SE,31.0,SE,ESE,13.0,17.0,67.0,62.0,1022.8,1021.3,7.0,5.0,17.5,18.6,Yes,0.4,No,-31.746634699078918,150.04787277291757
22506,02/06/2014,NorfolkIsland,15.7,19.4,0.4,4.0,3.2,E,37.0,ESE,SE,15.0,15.0,50.0,51.0,1024.4,1022.8,7.0,7.0,17.7,17.7,No,0.0,No,-31.746634699078918,150.04787277291757
22507,03/06/2014,NorfolkIsland,15.7,19.5,0.0,2.8,2.8,SE,28.0,ESE,SE,17.0,15.0,52.0,56.0,1025.2,1022.3,7.0,5.0,17.1,18.5,No,0.6,No,-31.746634699078918,150.04787277291757
22508,04/06/2014,NorfolkIsland,13.6,19.3,0.6,4.0,8.0,SSE,24.0,ESE,SE,9.0,13.0,87.0,74.0,1023.4,1021.3,7.0,5.0,16.9,19.1,No,12.2,Yes,-31.746634699078918,150.04787277291757
22509,05/06/2014,NorfolkIsland,15.9,21.1,12.2,3.4,5.0,ENE,43.0,ENE,E,20.0,24.0,87.0,76.0,1021.8,1019.6,7.0,5.0,18.7,20.1,Yes,1.6,Yes,-31.746634699078918,150.04787277291757
22510,06/06/2014,NorfolkIsland,17.7,19.4,1.6,2.2,0.3,E,52.0,E,E,22.0,22.0,84.0,94.0,1020.8,1017.7,5.0,8.0,19.0,17.2,Yes,34.2,Yes,-31.746634699078918,150.04787277291757
22511,07/06/2014,NorfolkIsland,16.3,19.9,34.2,3.2,1.2,ENE,56.0,ENE,NE,31.0,28.0,96.0,88.0,1018.1,1015.1,8.0,7.0,17.4,19.4,Yes,0.4,No,-31.746634699078918,150.04787277291757
22512,08/06/2014,NorfolkIsland,16.2,20.1,0.4,1.2,6.4,SSW,20.0,SW,SW,11.0,15.0,82.0,76.0,1018.2,1016.6,5.0,6.0,18.0,19.5,No,0.0,No,-31.746634699078918,150.04787277291757
22513,09/06/2014,NorfolkIsland,16.0,19.9,0.0,1.4,0.7,SSE,31.0,SE,S,13.0,24.0,81.0,77.0,1017.2,1015.0,7.0,7.0,17.9,18.8,No,0.2,No,-31.746634699078918,150.04787277291757
22514,10/06/2014,NorfolkIsland,17.3,19.9,0.2,1.4,2.0,SSW,30.0,,SSW,0.0,15.0,89.0,76.0,1016.0,1013.3,8.0,7.0,17.9,19.1,No,0.2,No,-31.746634699078918,150.04787277291757
22515,11/06/2014,NorfolkIsland,14.3,19.3,0.2,1.4,4.2,W,24.0,,SSW,0.0,11.0,73.0,74.0,1014.9,1012.5,7.0,7.0,17.7,17.8,No,0.2,No,-31.746634699078918,150.04787277291757
22516,12/06/2014,NorfolkIsland,13.0,20.6,0.2,1.4,6.4,WSW,43.0,WNW,NW,13.0,20.0,65.0,71.0,1014.0,1011.6,1.0,7.0,18.2,18.1,No,1.0,No,-31.746634699078918,150.04787277291757
22517,13/06/2014,NorfolkIsland,16.0,19.5,1.0,3.0,7.8,SSW,37.0,ESE,SE,11.0,11.0,82.0,69.0,1017.1,1016.9,5.0,3.0,16.3,18.7,No,0.0,No,-31.746634699078918,150.04787277291757
22518,14/06/2014,NorfolkIsland,14.0,20.7,0.0,2.8,7.9,E,41.0,E,NE,17.0,20.0,73.0,60.0,1021.2,1019.6,2.0,5.0,18.5,20.2,No,0.0,No,-31.746634699078918,150.04787277291757
22519,15/06/2014,NorfolkIsland,16.5,20.3,0.0,3.4,3.4,NE,48.0,NNE,NE,17.0,17.0,72.0,84.0,1020.4,1018.2,7.0,7.0,18.5,19.0,No,3.6,Yes,-31.746634699078918,150.04787277291757
22520,16/06/2014,NorfolkIsland,16.4,21.2,3.6,0.8,0.8,NNE,50.0,NNE,N,26.0,19.0,90.0,83.0,1018.1,1016.7,8.0,7.0,19.6,20.4,Yes,5.2,Yes,-31.746634699078918,150.04787277291757
22521,17/06/2014,NorfolkIsland,18.0,20.4,5.2,2.2,6.7,WSW,31.0,SW,SSW,15.0,19.0,82.0,79.0,1019.1,1018.2,7.0,7.0,19.0,19.2,Yes,0.0,No,-31.746634699078918,150.04787277291757
22522,18/06/2014,NorfolkIsland,14.7,18.6,0.0,2.4,0.0,SW,48.0,,WSW,0.0,9.0,86.0,72.0,1018.3,1015.5,8.0,7.0,16.5,17.5,No,1.2,Yes,-31.746634699078918,150.04787277291757
22523,19/06/2014,NorfolkIsland,13.6,18.7,1.2,2.0,8.2,SW,52.0,S,SW,30.0,26.0,71.0,60.0,1018.8,1017.8,6.0,4.0,16.2,18.4,Yes,0.2,No,-31.746634699078918,150.04787277291757
22524,20/06/2014,NorfolkIsland,15.2,19.1,0.2,3.6,8.8,S,37.0,S,S,13.0,15.0,62.0,53.0,1022.9,1022.3,2.0,3.0,17.3,18.1,No,0.0,No,-31.746634699078918,150.04787277291757
22525,21/06/2014,NorfolkIsland,13.6,19.6,0.0,2.2,9.1,NW,26.0,N,NNW,4.0,11.0,51.0,49.0,1025.6,1023.0,2.0,1.0,17.4,18.6,No,0.0,No,-31.746634699078918,150.04787277291757
22526,22/06/2014,NorfolkIsland,12.7,20.2,0.0,2.8,9.5,NE,35.0,NE,NE,9.0,19.0,61.0,53.0,1024.0,1022.0,2.0,2.0,17.5,18.3,No,9.6,Yes,-31.746634699078918,150.04787277291757
22527,23/06/2014,NorfolkIsland,14.0,19.8,9.6,3.4,3.5,ENE,50.0,E,ENE,20.0,31.0,81.0,62.0,1021.8,1018.7,7.0,7.0,17.0,19.2,Yes,0.4,No,-31.746634699078918,150.04787277291757
22528,24/06/2014,NorfolkIsland,16.1,20.5,0.4,2.8,1.6,NE,54.0,NE,NE,22.0,28.0,85.0,81.0,1018.6,1015.0,7.0,7.0,19.2,19.7,No,25.4,Yes,-31.746634699078918,150.04787277291757
22529,25/06/2014,NorfolkIsland,17.7,21.1,25.4,2.8,7.9,NNE,37.0,WNW,W,13.0,17.0,89.0,73.0,1015.5,1014.2,7.0,6.0,19.0,20.3,Yes,1.2,Yes,-31.746634699078918,150.04787277291757
22530,26/06/2014,NorfolkIsland,16.8,20.6,1.2,2.8,7.6,SW,37.0,WSW,SW,20.0,22.0,69.0,62.0,1018.4,1017.2,7.0,2.0,18.8,19.9,Yes,0.0,No,-31.746634699078918,150.04787277291757
22531,27/06/2014,NorfolkIsland,15.5,20.3,0.0,3.2,8.8,WSW,31.0,SW,SW,11.0,20.0,64.0,73.0,1021.7,1020.3,1.0,4.0,18.5,19.7,No,0.0,No,-31.746634699078918,150.04787277291757
22532,28/06/2014,NorfolkIsland,14.8,19.7,0.0,3.0,9.2,NE,30.0,S,S,11.0,11.0,53.0,49.0,1023.3,1021.1,1.0,1.0,18.1,18.7,No,0.6,No,-31.746634699078918,150.04787277291757
22533,29/06/2014,NorfolkIsland,14.6,20.3,0.6,2.6,6.2,NNE,54.0,NNE,NNE,20.0,28.0,66.0,64.0,1019.6,1015.3,2.0,3.0,18.1,19.8,No,5.2,Yes,-31.746634699078918,150.04787277291757
22534,30/06/2014,NorfolkIsland,17.7,19.8,5.2,3.4,0.8,N,61.0,NW,NW,24.0,13.0,95.0,85.0,1013.4,1011.2,8.0,7.0,18.8,18.4,Yes,8.4,Yes,-31.746634699078918,150.04787277291757
22535,01/07/2014,NorfolkIsland,14.9,19.0,8.4,2.2,8.3,W,61.0,W,W,30.0,35.0,57.0,64.0,1012.7,1010.8,1.0,1.0,17.4,18.2,Yes,0.6,No,-31.746634699078918,150.04787277291757
22536,02/07/2014,NorfolkIsland,14.5,18.7,0.6,3.8,7.3,SW,54.0,WSW,WSW,28.0,30.0,63.0,61.0,1015.6,1013.4,2.0,6.0,17.0,17.7,No,3.2,Yes,-31.746634699078918,150.04787277291757
22537,03/07/2014,NorfolkIsland,13.9,18.3,3.2,3.8,6.9,SW,81.0,SW,W,30.0,33.0,55.0,58.0,1016.3,1012.5,6.0,5.0,16.3,17.6,Yes,1.2,Yes,-31.746634699078918,150.04787277291757
22538,04/07/2014,NorfolkIsland,13.6,18.1,1.2,6.0,8.3,SSW,72.0,SSW,SSW,35.0,28.0,56.0,56.0,1019.2,1019.3,4.0,3.0,16.7,17.4,Yes,0.0,No,-31.746634699078918,150.04787277291757
22539,05/07/2014,NorfolkIsland,12.5,18.7,0.0,3.6,2.4,W,19.0,WNW,WNW,6.0,13.0,69.0,53.0,1022.1,1018.7,7.0,6.0,15.6,17.7,No,0.0,No,-31.746634699078918,150.04787277291757
22540,06/07/2014,NorfolkIsland,14.0,20.1,0.0,2.2,6.8,NNE,41.0,NNE,NNE,20.0,26.0,68.0,71.0,1016.8,1014.9,6.0,5.0,17.3,19.0,No,0.0,No,-31.746634699078918,150.04787277291757
22541,07/07/2014,NorfolkIsland,17.3,19.2,0.0,3.8,0.8,ENE,52.0,NE,ENE,26.0,28.0,77.0,83.0,1013.0,1007.5,7.0,8.0,18.8,18.3,No,12.4,Yes,-31.746634699078918,150.04787277291757
22542,08/07/2014,NorfolkIsland,14.3,19.2,12.4,1.8,7.8,W,76.0,WNW,W,44.0,43.0,66.0,65.0,1003.9,1003.0,5.0,4.0,17.2,18.6,Yes,0.8,No,-31.746634699078918,150.04787277291757
22543,09/07/2014,NorfolkIsland,15.8,19.4,0.8,4.2,5.9,WNW,74.0,W,W,37.0,31.0,70.0,79.0,1008.1,1008.5,6.0,4.0,18.3,18.0,No,1.4,Yes,-31.746634699078918,150.04787277291757
22544,10/07/2014,NorfolkIsland,16.0,19.6,1.4,2.8,8.9,WSW,31.0,WSW,W,15.0,9.0,52.0,52.0,1015.4,1014.3,4.0,1.0,18.1,19.3,Yes,0.2,No,-31.746634699078918,150.04787277291757
22545,11/07/2014,NorfolkIsland,15.3,19.0,0.2,3.4,3.4,WSW,46.0,N,W,19.0,15.0,77.0,83.0,1012.9,1012.0,3.0,7.0,17.9,15.3,No,3.0,Yes,-31.746634699078918,150.04787277291757
22546,12/07/2014,NorfolkIsland,13.7,19.6,3.0,2.2,9.4,WSW,43.0,SW,SW,19.0,19.0,73.0,71.0,1016.4,1015.0,1.0,3.0,18.0,19.0,Yes,1.0,No,-31.746634699078918,150.04787277291757
22547,13/07/2014,NorfolkIsland,13.7,18.9,1.0,2.2,7.3,WSW,59.0,WNW,WNW,15.0,24.0,86.0,66.0,1015.0,1011.4,7.0,5.0,15.4,18.6,No,4.8,Yes,-31.746634699078918,150.04787277291757
22548,14/07/2014,NorfolkIsland,12.3,16.2,4.8,2.8,4.7,SSW,80.0,SSW,SW,41.0,43.0,68.0,56.0,1010.0,1010.3,6.0,5.0,14.3,15.9,Yes,3.8,Yes,-31.746634699078918,150.04787277291757
22549,15/07/2014,NorfolkIsland,11.6,17.6,3.8,4.2,6.6,S,61.0,S,S,30.0,26.0,67.0,54.0,1018.3,1017.2,5.0,6.0,15.4,16.5,Yes,0.6,No,-31.746634699078918,150.04787277291757
22550,16/07/2014,NorfolkIsland,12.1,18.0,0.6,4.6,4.2,SSE,37.0,,SSE,0.0,13.0,81.0,52.0,1020.6,1018.8,7.0,1.0,14.2,16.9,No,0.4,No,-31.746634699078918,150.04787277291757
22551,17/07/2014,NorfolkIsland,11.4,17.9,0.4,2.4,6.2,W,28.0,NE,WNW,6.0,13.0,74.0,61.0,1017.3,1014.3,6.0,7.0,14.8,16.7,No,10.4,Yes,-31.746634699078918,150.04787277291757
22552,18/07/2014,NorfolkIsland,12.7,19.4,10.4,2.4,6.0,WNW,54.0,NNW,NW,13.0,22.0,91.0,75.0,1009.7,1004.8,7.0,2.0,14.3,18.7,Yes,11.8,Yes,-31.746634699078918,150.04787277291757
22553,19/07/2014,NorfolkIsland,13.0,17.9,11.8,4.4,9.6,W,76.0,W,WNW,35.0,39.0,60.0,58.0,1000.9,998.1,3.0,4.0,15.6,17.3,Yes,5.4,Yes,-31.746634699078918,150.04787277291757
22554,20/07/2014,NorfolkIsland,13.9,17.8,5.4,4.0,6.2,W,72.0,SSW,SSW,28.0,33.0,71.0,59.0,1003.9,1006.9,5.0,7.0,16.3,16.8,Yes,0.4,No,-31.746634699078918,150.04787277291757
22555,21/07/2014,NorfolkIsland,14.0,17.2,0.4,4.0,8.3,SW,50.0,S,S,26.0,22.0,75.0,69.0,1016.0,1013.9,4.0,2.0,14.2,16.3,No,4.6,Yes,-31.746634699078918,150.04787277291757
22556,22/07/2014,NorfolkIsland,12.4,16.7,4.6,3.6,6.1,SW,41.0,S,S,19.0,24.0,80.0,49.0,1017.3,1014.7,7.0,1.0,13.6,16.0,Yes,6.2,Yes,-31.746634699078918,150.04787277291757
22557,23/07/2014,NorfolkIsland,11.2,16.7,6.2,3.6,7.6,SW,37.0,SSW,SSW,13.0,7.0,64.0,61.0,1017.2,1016.0,2.0,2.0,14.9,15.0,Yes,1.4,Yes,-31.746634699078918,150.04787277291757
22558,24/07/2014,NorfolkIsland,11.8,17.5,1.4,3.0,7.9,S,35.0,SSW,S,15.0,19.0,59.0,55.0,1021.4,1021.0,5.0,4.0,15.5,16.0,Yes,0.2,No,-31.746634699078918,150.04787277291757
22559,25/07/2014,NorfolkIsland,13.5,17.6,0.2,3.4,9.9,S,33.0,S,S,19.0,20.0,52.0,55.0,1027.4,1026.2,1.0,3.0,16.2,16.3,No,0.0,No,-31.746634699078918,150.04787277291757
22560,26/07/2014,NorfolkIsland,13.1,18.1,0.0,3.6,8.2,SSE,35.0,SSE,SE,13.0,15.0,66.0,56.0,1030.1,1027.0,2.0,4.0,15.6,16.6,No,0.0,No,-31.746634699078918,150.04787277291757
22561,27/07/2014,NorfolkIsland,12.1,17.1,0.0,3.0,0.9,ENE,30.0,ENE,ENE,9.0,15.0,71.0,61.0,1025.5,1021.6,8.0,7.0,14.1,16.3,No,0.0,No,-31.746634699078918,150.04787277291757
22562,28/07/2014,NorfolkIsland,14.1,17.4,0.0,2.0,0.9,NNE,33.0,NE,NE,19.0,13.0,68.0,89.0,1020.2,1018.5,7.0,8.0,16.6,14.8,No,16.2,Yes,-31.746634699078918,150.04787277291757
22563,29/07/2014,NorfolkIsland,12.4,19.5,16.2,2.8,8.1,NE,26.0,ESE,NNE,9.0,13.0,85.0,67.0,1021.8,1020.1,5.0,5.0,16.5,18.0,Yes,0.0,No,-31.746634699078918,150.04787277291757
22564,30/07/2014,NorfolkIsland,13.6,18.8,0.0,0.6,7.8,SSE,28.0,SSE,SSE,17.0,17.0,72.0,66.0,1023.0,1021.6,6.0,3.0,16.7,18.1,No,5.4,Yes,-31.746634699078918,150.04787277291757
22565,31/07/2014,NorfolkIsland,14.6,18.3,5.4,2.6,1.8,NNE,30.0,ESE,SW,13.0,9.0,97.0,90.0,1024.2,1022.1,,6.0,16.1,17.5,Yes,9.4,Yes,-31.746634699078918,150.04787277291757
22566,01/08/2014,NorfolkIsland,15.7,19.8,9.4,0.6,0.8,NNE,41.0,,NE,0.0,20.0,94.0,95.0,1023.9,1022.1,7.0,8.0,16.3,17.3,Yes,0.0,No,-31.746634699078918,150.04787277291757
22567,02/08/2014,NorfolkIsland,16.3,19.5,0.0,1.2,3.8,NNE,48.0,NNE,NNE,24.0,26.0,92.0,88.0,1023.0,1019.2,6.0,6.0,18.7,19.0,No,13.8,Yes,-31.746634699078918,150.04787277291757
22568,03/08/2014,NorfolkIsland,14.3,17.0,13.8,1.0,0.4,SSE,41.0,SSE,SSE,19.0,26.0,94.0,93.0,1021.7,1020.7,8.0,8.0,16.6,15.7,Yes,2.4,Yes,-31.746634699078918,150.04787277291757
22569,04/08/2014,NorfolkIsland,13.7,16.8,2.4,1.8,8.9,SSE,48.0,S,SSE,24.0,24.0,59.0,54.0,1025.8,1023.8,3.0,4.0,15.6,15.8,Yes,0.6,No,-31.746634699078918,150.04787277291757
22570,05/08/2014,NorfolkIsland,12.0,16.7,0.6,4.6,6.5,S,33.0,S,SE,15.0,17.0,62.0,57.0,1027.4,1025.1,2.0,5.0,14.2,16.0,No,0.0,No,-31.746634699078918,150.04787277291757
22571,06/08/2014,NorfolkIsland,12.0,17.4,0.0,3.0,8.0,SSE,30.0,S,S,15.0,13.0,70.0,53.0,1028.0,1025.5,5.0,7.0,14.6,16.5,No,0.0,No,-31.746634699078918,150.04787277291757
22572,07/08/2014,NorfolkIsland,11.2,17.7,0.0,2.8,9.5,WSW,26.0,,WSW,0.0,17.0,51.0,47.0,1026.6,1024.3,2.0,1.0,17.1,16.7,No,0.0,No,-31.746634699078918,150.04787277291757
